Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,65.58999633789062,66.0,65.25,65.87999725341797,48.70259475708008,16116200
2012-01-04,65.75,65.87999725341797,65.11000061035156,65.4800033569336,48.40690231323242,9243100
2012-01-05,65.31999969482422,65.5999984741211,64.83000183105469,65.4000015258789,48.347755432128906,11886900
2012-01-06,65.44000244140625,65.45999908447266,64.61000061035156,64.83000183105469,47.926368713378906,15359900
2012-01-09,64.95999908447266,65.08999633789062,64.41000366210938,64.93000030517578,48.00029373168945,7934600
2012-01-10,65.11000061035156,65.4000015258789,65.0,65.19999694824219,48.199913024902344,8476600
2012-01-11,65.11000061035156,65.54000091552734,64.83999633789062,65.12999725341797,48.14815139770508,6784600
2012-01-12,65.27999877929688,65.41000366210938,64.93000030517578,65.2300033569336,48.222084045410156,7402900
2012-01-13,64.97000122070312,65.27999877929688,64.36000061035156,65.26000213623047,48.2442512512207,8978800
2012-01-17,65.54000091552734,65.69000244140625,64.5,65.12000274658203,48.14076614379883,8359900
2012-01-18,65.26000213623047,65.37000274658203,65.0,65.27999877929688,48.25904083251953,8095600
2012-01-19,65.16000366210938,65.25,64.79000091552734,65.19000244140625,48.19252014160156,11699800
2012-01-20,65.27999877929688,65.55000305175781,64.54000091552734,65.2699966430664,48.25165557861328,14715500
2012-01-23,65.2300033569336,65.33000183105469,64.87999725341797,65.0,48.052040100097656,10125000
2012-01-24,64.33999633789062,65.44999694824219,64.33999633789062,65.0,48.052040100097656,12367900
2012-01-25,64.83000183105469,65.30000305175781,64.76000213623047,65.22000122070312,48.21469497680664,10531400
2012-01-26,65.52999877929688,65.87999725341797,65.22000122070312,65.69999694824219,48.56953811645508,12546100
2012-01-27,65.62000274658203,65.87000274658203,65.45999908447266,65.55999755859375,48.46603775024414,10466300
2012-01-30,65.33000183105469,65.70999908447266,65.12999725341797,65.70999908447266,48.57693099975586,7482100
2012-01-31,65.86000061035156,65.94999694824219,65.55999755859375,65.91000366210938,48.72478103637695,13562900
2012-02-01,65.97000122070312,66.31999969482422,65.6500015258789,65.69000244140625,48.5621452331543,12275900
2012-02-02,65.94000244140625,65.97000122070312,65.3499984741211,65.58999633789062,48.488216400146484,8282400
2012-02-03,65.9000015258789,66.0199966430664,65.52999877929688,65.63999938964844,48.52518844604492,9036200
2012-02-06,65.45999908447266,65.58000183105469,65.05000305175781,65.19000244140625,48.19252014160156,9535700
2012-02-07,65.16000366210938,65.38999938964844,65.0199966430664,65.26000213623047,48.2442512512207,9248100
2012-02-08,65.19999694824219,65.3499984741211,65.08999633789062,65.23999786376953,48.2294807434082,6889400
2012-02-09,65.16000366210938,65.3499984741211,64.81999969482422,64.88999938964844,47.97072982788086,10936200
2012-02-10,64.70999908447266,64.7699966430664,64.25,64.5999984741211,47.75634002685547,13954200
2012-02-13,64.9000015258789,64.94999694824219,64.5999984741211,64.68000030517578,47.815494537353516,9662500
2012-02-14,64.75,64.86000061035156,64.33000183105469,64.61000061035156,47.76372528076172,8978500
2012-02-15,64.51000213623047,64.94999694824219,64.47000122070312,64.6500015258789,47.79330062866211,9023400
2012-02-16,64.5999984741211,65.16000366210938,64.44000244140625,64.91999816894531,47.992916107177734,8194500
2012-02-17,65.22000122070312,65.27999877929688,64.80999755859375,64.98999786376953,48.044647216796875,9057500
2012-02-21,65.2300033569336,65.23999786376953,64.75,65.04000091552734,48.08162307739258,8081700
2012-02-22,65.08000183105469,65.33999633789062,64.87000274658203,65.0,48.052040100097656,8150600
2012-02-23,65.19000244140625,66.05000305175781,64.9000015258789,65.0999984741211,48.1259765625,8991500
2012-02-24,64.79000091552734,64.79000091552734,64.19000244140625,64.45999908447266,48.073768615722656,10478200
2012-02-27,64.26000213623047,64.63999938964844,64.0199966430664,64.44999694824219,48.06631088256836,8523000
2012-02-28,64.5999984741211,65.41999816894531,64.5,65.18000030517578,48.61074447631836,11581400
2012-02-29,65.22000122070312,65.26000213623047,64.70999908447266,65.08000183105469,48.536163330078125,11489100
2012-03-01,65.11000061035156,65.26000213623047,64.63999938964844,64.83000183105469,48.349700927734375,8813800
2012-03-02,64.73999786376953,64.87000274658203,64.56999969482422,64.7699966430664,48.30497360229492,6063900
2012-03-05,64.69000244140625,64.95999908447266,64.54000091552734,64.91000366210938,48.409393310546875,7601000
2012-03-06,64.45999908447266,64.7300033569336,64.19000244140625,64.3499984741211,47.99172592163086,9511100
2012-03-07,64.2699966430664,64.45999908447266,64.12000274658203,64.30000305175781,47.95445251464844,8591800
2012-03-08,64.94999694824219,65.08000183105469,64.73999786376953,64.8499984741211,48.36463165283203,11311100
2012-03-09,64.83000183105469,65.0,64.58999633789062,64.73999786376953,48.28260040283203,8410600
2012-03-12,64.55000305175781,65.1500015258789,64.54000091552734,65.0999984741211,48.55108642578125,7284700
2012-03-13,65.41999816894531,65.44000244140625,65.02999877929688,65.33000183105469,48.72261047363281,9884100
2012-03-14,65.20999908447266,65.37999725341797,65.0199966430664,65.08000183105469,48.536163330078125,9612200
2012-03-15,64.93000030517578,65.37999725341797,64.8499984741211,65.06999969482422,48.52869415283203,11372900
2012-03-16,65.19999694824219,65.45999908447266,64.80999755859375,65.12000274658203,48.56599807739258,17707000
2012-03-19,64.94999694824219,65.2699966430664,64.9000015258789,65.20999908447266,48.633121490478516,7321800
2012-03-20,65.0,65.12999725341797,64.76000213623047,64.95999908447266,48.44667434692383,7760400
2012-03-21,64.95999908447266,65.06999969482422,64.63999938964844,64.76000213623047,48.29751205444336,7839600
2012-03-22,64.68000030517578,64.69000244140625,64.4000015258789,64.45999908447266,48.073768615722656,10621300
2012-03-23,64.48999786376953,64.70999908447266,64.37000274658203,64.55000305175781,48.140899658203125,8062500
2012-03-26,64.88999938964844,65.26000213623047,64.83000183105469,65.16999816894531,48.603294372558594,8503800
2012-03-27,65.33000183105469,65.5,65.22000122070312,65.4000015258789,48.77481460571289,10723800
2012-03-28,65.4000015258789,65.62000274658203,65.18000030517578,65.62000274658203,48.93889236450195,10305500
2012-03-29,65.27999877929688,65.54000091552734,65.19999694824219,65.54000091552734,48.87922286987305,9553300
2012-03-30,65.62999725341797,66.18000030517578,65.58000183105469,65.95999908447266,49.192466735839844,11307700
2012-04-02,66.04000091552734,66.30000305175781,65.81999969482422,66.20999908447266,49.37891387939453,8785900
2012-04-03,66.12000274658203,66.1500015258789,65.5,65.87999725341797,49.1328010559082,9128400
2012-04-04,65.61000061035156,65.69999694824219,65.36000061035156,65.38999938964844,48.767356872558594,9432300
2012-04-05,65.26000213623047,65.37999725341797,65.08999633789062,65.33999633789062,48.73005676269531,7922700
2012-04-09,64.94999694824219,65.2300033569336,64.87999725341797,64.91999816894531,48.41683578491211,6363400
2012-04-10,64.80999755859375,64.86000061035156,64.16000366210938,64.19999694824219,47.87987518310547,12793200
2012-04-11,64.69000244140625,64.69000244140625,63.959999084472656,64.12999725341797,47.827659606933594,10434100
2012-04-12,64.05000305175781,64.1500015258789,63.68000030517578,64.1500015258789,47.84257507324219,13122300
2012-04-13,63.939998626708984,64.0,63.52000045776367,63.540000915527344,47.38764572143555,11226600
2012-04-16,63.720001220703125,64.16000366210938,63.66999816894531,63.97999954223633,47.71580123901367,10502400
2012-04-17,64.2300033569336,64.27999877929688,63.27000045776367,64.22000122070312,47.8947868347168,18322900
2012-04-18,63.900001525878906,63.91999816894531,63.119998931884766,63.2599983215332,47.17880630493164,20567700
2012-04-19,63.220001220703125,63.540000915527344,62.7599983215332,63.029998779296875,47.007286071777344,15189000
2012-04-20,63.220001220703125,63.970001220703125,63.20000076293945,63.709999084472656,47.51442337036133,14320700
2012-04-23,63.5,63.689998626708984,63.29999923706055,63.369998931884766,47.26085662841797,10120900
2012-04-24,63.54999923706055,63.790000915527344,63.36000061035156,63.77000045776367,47.55917739868164,9022400
2012-04-25,63.959999084472656,64.58000183105469,63.84000015258789,64.43000030517578,48.05139923095703,11162800
2012-04-26,64.41000366210938,64.97000122070312,64.26000213623047,64.75,48.2900390625,9139200
2012-04-27,64.94999694824219,65.12999725341797,64.68000030517578,64.83999633789062,48.357177734375,10746700
2012-04-30,64.8499984741211,65.38999938964844,64.83999633789062,65.0999984741211,48.55108642578125,11362300
2012-05-01,64.91000366210938,65.36000061035156,64.80000305175781,65.22000122070312,48.64057922363281,10107900
2012-05-02,65.16999816894531,65.33000183105469,64.83999633789062,65.33000183105469,48.72261047363281,8349700
2012-05-03,65.4000015258789,65.48999786376953,65.0999984741211,65.33999633789062,48.73005676269531,10431800
2012-05-04,65.19000244140625,65.29000091552734,64.73999786376953,64.73999786376953,48.28260040283203,10301300
2012-05-07,64.58000183105469,65.0199966430664,64.51000213623047,64.80000305175781,48.32735061645508,8387800
2012-05-08,64.68000030517578,64.9800033569336,64.55000305175781,64.9800033569336,48.46159744262695,12491900
2012-05-09,64.58999633789062,64.87999725341797,64.25,64.27999877929688,47.93952560424805,10649400
2012-05-10,64.80999755859375,64.86000061035156,64.38999938964844,64.56999969482422,48.15580749511719,7702000
2012-05-11,64.43000030517578,64.98999786376953,64.2300033569336,64.33999633789062,47.98426818847656,37824600
2012-05-14,64.02999877929688,64.0999984741211,63.560001373291016,63.93000030517578,47.678504943847656,39687800
2012-05-15,63.70000076293945,64.13999938964844,63.40999984741211,63.61000061035156,47.439849853515625,8500000
2012-05-16,63.790000915527344,63.93000030517578,63.45000076293945,63.709999084472656,47.51442337036133,10018400
2012-05-17,63.709999084472656,64.0,63.47999954223633,63.54999923706055,47.395103454589844,7993500
2012-05-18,63.869998931884766,63.90999984741211,63.09000015258789,63.349998474121094,47.24594497680664,13781300
2012-05-21,63.2599983215332,63.83000183105469,63.25,63.470001220703125,47.33544158935547,8784900
2012-05-22,63.400001525878906,63.79999923706055,63.33000183105469,63.52000045776367,47.37272262573242,8409300
2012-05-23,63.400001525878906,63.75,62.880001068115234,63.27000045776367,47.18628692626953,11269100
2012-05-24,62.88999938964844,63.34000015258789,62.79999923706055,63.099998474121094,47.51762390136719,9309400
2012-05-25,62.880001068115234,62.97999954223633,62.290000915527344,62.5099983215332,47.073326110839844,11208500
2012-05-29,62.84000015258789,62.93000030517578,62.29999923706055,62.59000015258789,47.133567810058594,10089700
2012-05-30,62.34000015258789,62.400001525878906,62.0,62.209999084472656,46.847412109375,9414700
2012-05-31,62.36000061035156,62.880001068115234,62.13999938964844,62.43000030517578,47.01307678222656,13297100
2012-06-01,62.040000915527344,62.310001373291016,61.709999084472656,61.779998779296875,46.52359390258789,12061100
2012-06-04,62.040000915527344,62.45000076293945,61.88999938964844,62.34000015258789,46.94530487060547,9200000
2012-06-05,62.15999984741211,62.380001068115234,62.0,62.209999084472656,46.847412109375,9523400
2012-06-06,62.09000015258789,62.79999923706055,61.88999938964844,62.79999923706055,47.291709899902344,11562500
2012-06-07,63.18000030517578,63.20000076293945,62.5099983215332,62.79999923706055,47.291709899902344,12959300
2012-06-08,62.540000915527344,63.040000915527344,62.33000183105469,62.97999954223633,47.42726516723633,11249500
2012-06-11,62.970001220703125,63.029998779296875,62.11000061035156,62.119998931884766,46.77962875366211,12226400
2012-06-12,62.15999984741211,63.27000045776367,61.83000183105469,63.08000183105469,47.5025634765625,26655400
2012-06-13,64.23999786376953,64.69999694824219,63.18000030517578,64.44999694824219,48.534236907958984,98440200
2012-06-14,64.3499984741211,65.75,64.29000091552734,65.44999694824219,49.28729248046875,34314900
2012-06-15,65.9000015258789,66.0999984741211,65.51000213623047,66.01000213623047,49.709007263183594,25992800
2012-06-18,65.81999969482422,66.38999938964844,65.81999969482422,66.30000305175781,49.92739486694336,25750000
2012-06-19,66.4000015258789,66.95999908447266,66.36000061035156,66.72000122070312,50.24367904663086,23615400
2012-06-20,66.77999877929688,67.0,66.45999908447266,67.0,50.454532623291016,21254600
